일자|시간|구분,공급량
2019-01-10 09 E,3432.4850595302587
2019-01-10 10 E,3415.46201854041
2019-01-10 11 E,3333.845883557371
2019-01-10 12 E,3074.2249443605106
2019-01-10 13 E,2808.945880226055
2019-01-10 14 E,2796.318112560154
2019-01-10 15 E,2652.816375866751
2019-01-10 16 E,2615.150585952618
2019-01-10 17 E,2734.0648229994704
2019-01-10 18 E,3174.6422590167786
2019-01-10 19 E,3521.5286872478837
2019-01-10 20 E,3499.851983084324
2019-01-10 21 E,3497.160877104353
2019-01-10 22 E,3448.423096304716
2019-01-10 23 E,3446.71649570995
2019-01-10 24 E,3316.3164312847193
2019-01-11 01 E,2849.9938364433087
2019-01-11 02 E,2484.1719865898044
2019-01-11 03 E,2317.129929822978
2019-01-11 04 E,2415.7347034373306
2019-01-11 05 E,2648.151818741414
2019-01-11 06 E,2756.244967486547
2019-01-11 07 E,3143.31051329218
2019-01-11 08 E,3432.8685747305735
2019-01-11 09 E,3454.9791895485255
2019-01-11 10 E,3422.24996370408
2019-01-11 11 E,3357.0440131712994
2019-01-11 12 E,3099.4367770627628
2019-01-11 13 E,2846.3362117120687
2019-01-11 14 E,2802.144293636701
2019-01-11 15 E,2655.582414271389
2019-01-11 16 E,2632.9315587469605
2019-01-11 17 E,2772.273062510121
2019-01-11 18 E,3140.066267244313
2019-01-11 19 E,3512.519185659082
2019-01-11 20 E,3490.5082566281626
2019-01-11 21 E,3490.5082566281626
2019-01-11 22 E,3458.8717978777
2019-01-11 23 E,3440.052813534125
2019-01-11 24 E,3300.013255973701
2019-01-12 01 E,2793.7789407293285
2019-01-12 02 E,2416.838004886742
2019-01-12 03 E,2259.586899133655
2019-01-12 04 E,2308.0811319932154
2019-01-12 05 E,2469.8586053779954
2019-01-12 06 E,2563.6779520110404
2019-01-12 07 E,2658.7744140048835
2019-01-12 08 E,3024.082680059355
2019-01-12 09 E,3186.700717330291
2019-01-12 10 E,3221.8279144941844
2019-01-12 11 E,3243.8594109150463
2019-01-12 12 E,3058.552646456803
2019-01-12 13 E,2853.4625546067527
2019-01-12 14 E,2744.9862883354117
2019-01-12 15 E,2627.6255192593267
2019-01-12 16 E,2601.767576847796
2019-01-12 17 E,2730.0104773978496
2019-01-12 18 E,3152.6034136794206
2019-01-12 19 E,3403.790135163578
2019-01-12 20 E,3396.7308162518434
2019-01-12 21 E,3323.277565521733
2019-01-12 22 E,3208.8981944288616
2019-01-12 23 E,3175.122351635817
2019-01-12 24 E,3130.271338353922
2019-01-13 01 E,2657.1410504615333
2019-01-13 02 E,2360.7848901515003
2019-01-13 03 E,2214.9544689482213
2019-01-13 04 E,2284.0226202969966
2019-01-13 05 E,2405.553916651891
2019-01-13 06 E,2445.002031690185
2019-01-13 07 E,2576.3034667326333
2019-01-13 08 E,2797.045238039049
2019-01-13 09 E,3109.5248039430016
2019-01-13 10 E,3214.621851749995
2019-01-13 11 E,3242.9483108272775
2019-01-13 12 E,3034.4222794577945
2019-01-13 13 E,2847.4625166753517
2019-01-13 14 E,2729.6858378282927
2019-01-13 15 E,2628.084936356632
2019-01-13 16 E,2606.4908061681845
2019-01-13 17 E,2679.11847156621
2019-01-13 18 E,3214.293045649414
2019-01-13 19 E,3393.351622700266
2019-01-13 20 E,3408.649969510058
2019-01-13 21 E,3335.608836899626
2019-01-13 22 E,3231.750859201413
2019-01-13 23 E,3184.354628544945
2019-01-13 24 E,3088.136692231407
2019-01-14 01 E,2680.9402529174477
2019-01-14 02 E,2388.393079027584
2019-01-14 03 E,2254.541042741869
2019-01-14 04 E,2313.0125142355955
2019-01-14 05 E,2546.7988078101253
2019-01-14 06 E,2691.763818573958
2019-01-14 07 E,3125.694674140542
2019-01-14 08 E,3424.941682156515
2019-01-14 09 E,3422.909300173209
2019-01-14 10 E,3399.965549872128
2019-01-14 11 E,3372.568701428188
2019-01-14 12 E,3063.3693366070943
2019-01-14 13 E,2849.2257511729404
2019-01-14 14 E,2755.567561843424
2019-01-14 15 E,2602.408502300611
2019-01-14 16 E,2574.47550548098
2019-01-14 17 E,2693.7522110108503
2019-01-14 18 E,3061.9542077962824
2019-01-14 19 E,3488.877743344666
2019-01-14 20 E,3491.892746201246
2019-01-14 21 E,3491.892746201246
2019-01-14 22 E,3435.711127444738
2019-01-14 23 E,3412.295914345431
2019-01-14 24 E,3171.359082189769
2019-01-15 01 E,2648.4885009571008
2019-01-15 02 E,2372.410464488852
2019-01-15 03 E,2220.8632978427577
2019-01-15 04 E,2303.3422131149227
2019-01-15 05 E,2497.550251372632
2019-01-15 06 E,2617.0412954875333
2019-01-15 07 E,3059.616209511313
2019-01-15 08 E,3407.0019782243107
2019-01-15 09 E,3396.656468226524
2019-01-15 10 E,3363.381409465629
2019-01-15 11 E,3259.3639728826515
2019-01-15 12 E,2986.7820177048457
2019-01-15 13 E,2705.175870531528
2019-01-15 14 E,2637.823721965758
2019-01-15 15 E,2512.023763347332
2019-01-15 16 E,2435.512432120261
2019-01-15 17 E,2529.7497931023386
2019-01-15 18 E,2877.612449798001
2019-01-15 19 E,3434.911453846308
2019-01-15 20 E,3461.8825628773925
2019-01-15 21 E,3461.8825628773925
2019-01-15 22 E,3431.573993108699
2019-01-15 23 E,3322.6974930759075
2019-01-15 24 E,3153.627388093836
2019-01-16 01 E,2660.6373504338617
2019-01-16 02 E,2331.4636007568847
2019-01-16 03 E,2102.2716496788566
2019-01-16 04 E,2214.0295429716693
2019-01-16 05 E,2437.6046904442605
2019-01-16 06 E,2572.964618937185
2019-01-16 07 E,2978.232348143522
2019-01-16 08 E,3354.58352612926
2019-01-16 09 E,3406.0780340058263
2019-01-16 10 E,3312.311373997718
2019-01-16 11 E,3245.9301134367897
2019-01-16 12 E,2953.2408850695256
2019-01-16 13 E,2690.772496912911
2019-01-16 14 E,2667.531255795817
2019-01-16 15 E,2510.3956244791243
2019-01-16 16 E,2464.532275349227
2019-01-16 17 E,2578.693711777194
2019-01-16 18 E,2872.710225910768
2019-01-16 19 E,3373.188510049333
2019-01-16 20 E,3451.29582172038
2019-01-16 21 E,3451.29582172038
2019-01-16 22 E,3411.266898989766
2019-01-16 23 E,3314.418325075196
2019-01-16 24 E,3153.627388093836
2019-01-17 01 E,2664.6462897894444
2019-01-17 02 E,2317.9233007761586
2019-01-17 03 E,2162.1288193337286
2019-01-17 04 E,2219.349596089993
2019-01-17 05 E,2465.08143316116
2019-01-17 06 E,2581.160711511016
2019-01-17 07 E,2936.0928375367876
2019-01-17 08 E,3286.4509565807894
2019-01-17 09 E,3414.6051219147444
2019-01-17 10 E,3319.520497176347
2019-01-17 11 E,3268.9213439065065
2019-01-17 12 E,2918.0625015182522
2019-01-17 13 E,2679.519924061958
2019-01-17 14 E,2611.149855931248
2019-01-17 15 E,2462.5225167435083
2019-01-17 16 E,2407.8048069445795
2019-01-17 17 E,2502.812926643169
2019-01-17 18 E,2857.188458261543
2019-01-17 19 E,3393.6168246791076
2019-01-17 20 E,3422.39943422038
2019-01-17 21 E,3390.1518632746565
2019-01-17 22 E,3377.53971816389
2019-01-17 23 E,3309.8296936491815
2019-01-17 24 E,3102.9981905946415
2019-01-18 01 E,2647.0547710034057
2019-01-18 02 E,2291.2090275400556
2019-01-18 03 E,2073.680965784333
2019-01-18 04 E,2219.6601583978813
2019-01-18 05 E,2444.599312550708
2019-01-18 06 E,2592.7510073394833
2019-01-18 07 E,2923.7140734134505
2019-01-18 08 E,3286.4509565807894
2019-01-18 09 E,3360.5691651015873
2019-01-18 10 E,3289.015995115733
2019-01-18 11 E,3268.9213439065065
2019-01-18 12 E,2982.80188841313
2019-01-18 13 E,2705.175870531528
2019-01-18 14 E,2673.440321059381
2019-01-18 15 E,2546.8830279616304
2019-01-18 16 E,2510.9248942294785
2019-01-18 17 E,2627.345939402343
2019-01-18 18 E,2956.2387350326508
2019-01-18 19 E,3477.2081568921103
2019-01-18 20 E,3484.448908244375
2019-01-18 21 E,3490.4729529421948
2019-01-18 22 E,3431.908189874516
2019-01-18 23 E,3371.9460797753063
2019-01-18 24 E,3157.5799486814794
2019-01-19 01 E,2696.244591038473
2019-01-19 02 E,2352.5384346207456
2019-01-19 03 E,2161.6524020619468
2019-01-19 04 E,2240.3416213273804
2019-01-19 05 E,2439.0488167935428
2019-01-19 06 E,2484.1183006709657
2019-01-19 07 E,2602.342035034336
2019-01-19 08 E,3015.6098324946934
2019-01-19 09 E,3180.4487764430833
2019-01-19 10 E,3221.3170658515196
2019-01-19 11 E,3254.2335138862804
2019-01-19 12 E,2976.3900238749197
2019-01-19 13 E,2688.6481435595533
2019-01-19 14 E,2640.993727469294
2019-01-19 15 E,2592.5093410401882
2019-01-19 16 E,2566.304776675988
2019-01-19 17 E,2617.337443250525
2019-01-19 18 E,3013.666625306437
2019-01-19 19 E,3404.218842263448
2019-01-19 20 E,3404.126332602988
2019-01-19 21 E,3333.242255646731
2019-01-19 22 E,3222.4428820706657
2019-01-19 23 E,3219.0273000124134
2019-01-19 24 E,2994.347149301444
2019-01-20 01 E,2557.505519271896
2019-01-20 02 E,2325.678960506544
2019-01-20 03 E,2110.769050841575
2019-01-20 04 E,2174.981884142065
2019-01-20 05 E,2390.010650234225
2019-01-20 06 E,2420.2239592968745
2019-01-20 07 E,2492.90688601468
2019-01-20 08 E,2742.8739525834158
2019-01-20 09 E,3151.059902847553
2019-01-20 10 E,3216.9104862923577
2019-01-20 11 E,3249.558948630528
2019-01-20 12 E,2952.9632862063872
2019-01-20 13 E,2756.0934959733136
2019-01-20 14 E,2638.9659227838583
2019-01-20 15 E,2592.917453026869
2019-01-20 16 E,2562.737228221018
2019-01-20 17 E,2628.182787025211
2019-01-20 18 E,3059.0991041451225
2019-01-20 19 E,3379.7880328586853
2019-01-20 20 E,3408.2437523322656
2019-01-20 21 E,3316.4635855428783
2019-01-20 22 E,3244.357843761035
2019-01-20 23 E,3217.953141856246
2019-01-20 24 E,2971.3973025657665
2019-01-21 01 E,2618.403148419996
2019-01-21 02 E,2330.9448154703514
2019-01-21 03 E,2178.8414673730404
2019-01-21 04 E,2244.67858628125
2019-01-21 05 E,2466.081770836697
2019-01-21 06 E,2608.9884838896496
2019-01-21 07 E,3027.620882165019
2019-01-21 08 E,3363.512273042933
2019-01-21 09 E,3408.0784572804273
2019-01-21 10 E,3369.077846489577
2019-01-21 11 E,3317.3484123958397
2019-01-21 12 E,2996.8247098509123
2019-01-21 13 E,2763.957015555317
2019-01-21 14 E,2720.7898858928606
2019-01-21 15 E,2575.1421885412833
2019-01-21 16 E,2544.0508726541916
2019-01-21 17 E,2624.7884882701637
2019-01-21 18 E,2926.4219729159568
2019-01-21 19 E,3441.5502541389037
2019-01-21 20 E,3470.396854785281
2019-01-21 21 E,3474.012292923534
2019-01-21 22 E,3427.5452104227243
2019-01-21 23 E,3382.599703336445
2019-01-21 24 E,3125.944213138934
2019-01-22 01 E,2654.011214464771
2019-01-22 02 E,2344.035362924521
2019-01-22 03 E,2190.670644716319
2019-01-22 04 E,2263.646691115004
2019-01-22 05 E,2492.1761123393653
2019-01-22 06 E,2597.882474660276
2019-01-22 07 E,3045.816878021023
2019-01-22 08 E,3409.165204093513
2019-01-22 09 E,3413.791331277711
2019-01-22 10 E,3347.111518605898
2019-01-22 11 E,3259.3639728826515
2019-01-22 12 E,2985.7113689130306
2019-01-22 13 E,2745.4040425916123
2019-01-22 14 E,2713.4393909201754
2019-01-22 15 E,2587.0943392270106
2019-01-22 16 E,2541.874102930675
2019-01-22 17 E,2617.987056235046
2019-01-22 18 E,3009.617062778956
2019-01-22 19 E,3478.3653362690093
2019-01-22 20 E,3488.586054302118
2019-01-22 21 E,3491.892746201246
2019-01-22 22 E,3443.15496540161
2019-01-22 23 E,3380.835128110133
2019-01-22 24 E,3281.027483813904
2019-01-23 01 E,2734.015131522926
2019-01-23 02 E,2444.2126426176737
2019-01-23 03 E,2286.4365088617574
2019-01-23 04 E,2365.277750500904
2019-01-23 05 E,2600.928126832011
2019-01-23 06 E,2756.244967486547
2019-01-23 07 E,3186.929553619906
2019-01-23 08 E,3465.2866106922297
2019-01-23 09 E,3592.5994506072557
2019-01-23 10 E,3447.6491618700697
2019-01-23 11 E,3388.1966631927617
2019-01-23 12 E,3148.3956060653545
2019-01-23 13 E,2868.13052508889
2019-01-23 14 E,2851.5696184923513
2019-01-23 15 E,2745.0029618246704
2019-01-23 16 E,2732.1014214505662
2019-01-23 17 E,2799.1745617093798
2019-01-23 18 E,3231.86064379925
2019-01-23 19 E,3514.2927357147755
2019-01-23 20 E,3614.1861176927287
2019-01-23 21 E,3723.8088563458723
2019-01-23 22 E,3547.7952898587782
2019-01-23 23 E,3446.5157244990473
2019-01-23 24 E,3392.0855643372174
2019-01-24 01 E,2885.6000906162913
2019-01-24 02 E,2586.779602988362
2019-01-24 03 E,2386.158315778097
2019-01-24 04 E,2458.3252487701457
2019-01-24 05 E,2683.6823636402737
2019-01-24 06 E,2805.063802906002
2019-01-24 07 E,3215.934559985584
2019-01-24 08 E,3418.7042846839186
2019-01-24 09 E,3610.05285929445
2019-01-24 10 E,3417.1990365299657
2019-01-24 11 E,3441.2144396110875
2019-01-24 12 E,3229.6549117233544
2019-01-24 13 E,2897.380995941813
2019-01-24 14 E,2869.916341860112
2019-01-24 15 E,2766.704106935322
2019-01-24 16 E,2759.104697251129
2019-01-24 17 E,2821.698387365771
2019-01-24 18 E,3273.778876734631
2019-01-24 19 E,3501.6368934957127
2019-01-24 20 E,3735.1328893450946
2019-01-24 21 E,3735.1328893450946
2019-01-24 22 E,3530.845819773308
2019-01-24 23 E,3432.27322802549
2019-01-24 24 E,3392.0855643372174
2019-01-25 01 E,2921.4064514428806
2019-01-25 02 E,2594.849863435101
2019-01-25 03 E,2392.081403160963
2019-01-25 04 E,2488.640523271686
2019-01-25 05 E,2709.7331091562537
2019-01-25 06 E,2809.785727368938
2019-01-25 07 E,3241.68621216044
2019-01-25 08 E,3463.4916119808577
2019-01-25 09 E,3623.21449994972
2019-01-25 10 E,3434.7874145359806
2019-01-25 11 E,3425.7123429934813
2019-01-25 12 E,3229.6549117233544
2019-01-25 13 E,2897.380995941813
2019-01-25 14 E,2868.4549622631303
2019-01-25 15 E,2779.192021697459
2019-01-25 16 E,2765.4480212415133
2019-01-25 17 E,2834.461191901844
2019-01-25 18 E,3282.9798200105733
2019-01-25 19 E,3491.5326058997603
2019-01-25 20 E,3583.152158242179
2019-01-25 21 E,3721.0483999800153
2019-01-25 22 E,3526.9915066557624
2019-01-25 23 E,3425.609545849665
2019-01-25 24 E,3332.7887389805906
2019-01-26 01 E,2906.912130811972
2019-01-26 02 E,2503.041287632403
2019-01-26 03 E,2330.1078646733163
2019-01-26 04 E,2369.1197266608497
2019-01-26 05 E,2502.039466426294
2019-01-26 06 E,2567.091393725425
2019-01-26 07 E,2694.223013323068
2019-01-26 08 E,3031.2713972611077
2019-01-26 09 E,3259.3705758757224
2019-01-26 10 E,3234.889808380328
2019-01-26 11 E,3256.175294165173
2019-01-26 12 E,3207.4161171476403
2019-01-26 13 E,2902.756941529064
2019-01-26 14 E,2833.0958838905
2019-01-26 15 E,2752.950370696395
2019-01-26 16 E,2723.3890061324905
2019-01-26 17 E,2784.336822633263
2019-01-26 18 E,3205.710155808029
2019-01-26 19 E,3395.0883660223485
2019-01-26 20 E,3438.6164508217166
2019-01-26 21 E,3352.4388216602338
2019-01-26 22 E,3208.926914895018
2019-01-26 23 E,3175.122351635817
2019-01-26 24 E,3140.4500006565536
2019-01-27 01 E,2656.493657032692
2019-01-27 02 E,2387.0975976758423
2019-01-27 03 E,2277.86444124043
2019-01-27 04 E,2272.078396906337
2019-01-27 05 E,2440.8671115427987
2019-01-27 06 E,2467.663518267966
2019-01-27 07 E,2579.2576161770776
2019-01-27 08 E,2826.0291944867163
2019-01-27 09 E,3147.9809234908676
2019-01-27 10 E,3205.4001226305536
2019-01-27 11 E,3231.187518387112
2019-01-27 12 E,3134.5998511473545
2019-01-27 13 E,2883.026915838016
2019-01-27 14 E,2789.5185948942462
2019-01-27 15 E,2708.771851692119
2019-01-27 16 E,2639.971380181409
2019-01-27 17 E,2735.235726463025
2019-01-27 18 E,3203.9952185717557
2019-01-27 19 E,3393.351622700266
2019-01-27 20 E,3408.649969510058
2019-01-27 21 E,3335.608836899626
2019-01-27 22 E,3221.453032123754
2019-01-27 23 E,3176.2940205289547
2019-01-27 24 E,3086.6753521269893
2019-01-28 01 E,2695.00369012962
2019-01-28 02 E,2406.281364759135
2019-01-28 03 E,2256.1133389238194
2019-01-28 04 E,2313.228572846498
2019-01-28 05 E,2562.8897011858976
2019-01-28 06 E,2698.688728046966
2019-01-28 07 E,3125.7461783808917
2019-01-28 08 E,3441.7076754398895
2019-01-28 09 E,3443.2347451296705
2019-01-28 10 E,3404.2432505158063
2019-01-28 11 E,3317.445897793821
2019-01-28 12 E,3023.3084530447477
2019-01-28 13 E,2824.4969612882314
2019-01-28 14 E,2791.9602185533868
2019-01-28 15 E,2646.896258607621
2019-01-28 16 E,2586.1034839473837
2019-01-28 17 E,2735.325164749227
2019-01-28 18 E,3016.2057368132937
2019-01-28 19 E,3464.836964781334
2019-01-28 20 E,3489.342589362615
2019-01-28 21 E,3482.4252424824836
2019-01-28 22 E,3415.357707580076
2019-01-28 23 E,3383.0447057665415
2019-01-28 24 E,3159.1551325617193
2019-01-29 01 E,2699.5778107512015
2019-01-29 02 E,2388.8413497639817
2019-01-29 03 E,2200.2519658648725
2019-01-29 04 E,2292.6918806325502
2019-01-29 05 E,2518.26542614584
2019-01-29 06 E,2649.512769630458
2019-01-29 07 E,3036.9868716350975
2019-01-29 08 E,3416.433805044266
2019-01-29 09 E,3433.2367369043377
2019-01-29 10 E,3344.8021832203804
2019-01-29 11 E,3304.4659921080793
2019-01-29 12 E,3056.643855028134
2019-01-29 13 E,2816.233440899583
2019-01-29 14 E,2802.144293636701
2019-01-29 15 E,2639.6994346377314
2019-01-29 16 E,2592.6930839919783
2019-01-29 17 E,2665.1540083870404
2019-01-29 18 E,3012.154710025884
2019-01-29 19 E,3430.8229702032386
2019-01-29 20 E,3448.5205300664975
2019-01-29 21 E,3448.5205300664975
2019-01-29 22 E,3413.794041946867
2019-01-29 23 E,3300.7060256656396
2019-01-29 24 E,3156.387744708264
2019-01-30 01 E,2683.078493146012
2019-01-30 02 E,2340.6964579710298
2019-01-30 03 E,2167.6565553191754
2019-01-30 04 E,2218.4350087486137
2019-01-30 05 E,2484.2337164639803
2019-01-30 06 E,2611.944980431426
2019-01-30 07 E,2890.178736632778
2019-01-30 08 E,3252.1438191983316
2019-01-30 09 E,3341.5109883064356
2019-01-30 10 E,3317.529243725884
2019-01-30 11 E,3235.6837905994817
2019-01-30 12 E,3013.3633772641715
2019-01-30 13 E,2788.598902191863
2019-01-30 14 E,2706.7980223103586
2019-01-30 15 E,2612.662929066645
2019-01-30 16 E,2598.736323312218
2019-01-30 17 E,2645.7764725440584
2019-01-30 18 E,2990.7246641143797
2019-01-30 19 E,3421.4969544633504
2019-01-30 20 E,3438.1834007244743
2019-01-30 21 E,3438.1834007244743
2019-01-30 22 E,3407.7139240764964
2019-01-30 23 E,3301.0666335662945
2019-01-30 24 E,3156.387744708264
2019-01-31 01 E,2703.737503499937
2019-01-31 02 E,2351.2917191533575
2019-01-31 03 E,2180.127524270073
2019-01-31 04 E,2237.0665260781566
2019-01-31 05 E,2505.3994276602325
2019-01-31 06 E,2606.747841375683
2019-01-31 07 E,2974.9689510331077
2019-01-31 08 E,3314.642848086853
2019-01-31 09 E,3416.3600776488875
2019-01-31 10 E,3317.8898516265385
2019-01-31 11 E,3231.994787832108
2019-01-31 12 E,2998.0326869400105
2019-01-31 13 E,2711.6633298425386
2019-01-31 14 E,2644.594284357944
2019-01-31 15 E,2546.8518663208365
2019-01-31 16 E,2467.4513457410544
2019-01-31 17 E,2582.4776781689925
2019-01-31 18 E,2902.876378938469
2019-01-31 19 E,3392.1758887642254
2019-01-31 20 E,3426.6451211317076
2019-01-31 21 E,3409.037401409485
2019-01-31 22 E,3373.4512345208204
2019-01-31 23 E,3280.2465971387564
2019-01-31 24 E,3114.4951683096338
2019-02-01 01 E,2476.5847363018333
2019-02-01 02 E,2186.808119110741
2019-02-01 03 E,1967.0158252649753
2019-02-01 04 E,2067.2108094627943
2019-02-01 05 E,2337.1717643562597
2019-02-01 06 E,2413.5283181719888
2019-02-01 07 E,2696.969674401355
2019-02-01 08 E,3213.3185720509864
2019-02-01 09 E,3226.8909953159355
2019-02-01 10 E,3082.793418547496
2019-02-01 11 E,2981.417006350388
2019-02-01 12 E,2643.433824483308
2019-02-01 13 E,2568.7405537049394
2019-02-01 14 E,2452.1409534742656
2019-02-01 15 E,2389.892670236714
2019-02-01 16 E,2346.1375982674244
2019-02-01 17 E,2383.940893220543
2019-02-01 18 E,2609.0856290028664
2019-02-01 19 E,3058.7715714269784
2019-02-01 20 E,3288.2611502852437
2019-02-01 21 E,3307.2952048644106
2019-02-01 22 E,3226.4604423882747
2019-02-01 23 E,3059.098259285378
2019-02-01 24 E,2810.8815533682314
2019-02-02 01 E,2384.343291510837
2019-02-02 02 E,2144.095718243118
2019-02-02 03 E,1947.2504812305533
2019-02-02 04 E,1952.3166444276849
2019-02-02 05 E,2224.0434738157483
2019-02-02 06 E,2281.6884546076153
2019-02-02 07 E,2376.0015761564578
2019-02-02 08 E,2615.430166564628
2019-02-02 09 E,3003.195554385037
2019-02-02 10 E,3024.656867503835
2019-02-02 11 E,3021.378620649918
2019-02-02 12 E,2646.314797869335
2019-02-02 13 E,2462.6559692446895
2019-02-02 14 E,2415.5939454630006
2019-02-02 15 E,2378.7104255735703
2019-02-02 16 E,2275.9228327578285
2019-02-02 17 E,2393.011803353028
2019-02-02 18 E,2543.5640013020034
2019-02-02 19 E,3058.4950721521586
2019-02-02 20 E,3131.7792974142117
2019-02-02 21 E,3089.1598799797753
2019-02-02 22 E,2943.9167871669997
2019-02-02 23 E,2853.6589763445513
2019-02-02 24 E,2681.0879854639943
2019-02-03 01 E,2374.812167039933
2019-02-03 02 E,2099.9885333012203
2019-02-03 03 E,1897.58485482444
2019-02-03 04 E,1930.845600745441
2019-02-03 05 E,2179.1447677375004
2019-02-03 06 E,2211.877924840861
2019-02-03 07 E,2347.3030654901986
2019-02-03 08 E,2588.810918108316
2019-02-03 09 E,2942.774070321538
2019-02-03 10 E,3031.026414821024
2019-02-03 11 E,3015.495937771631
2019-02-03 12 E,2672.5919998519157
2019-02-03 13 E,2520.013551163568
2019-02-03 14 E,2441.7976781437787
2019-02-03 15 E,2372.0504687570387
2019-02-03 16 E,2386.580538323603
2019-02-03 17 E,2422.4776932013274
2019-02-03 18 E,2641.3075981714533
2019-02-03 19 E,3152.2929285656824
2019-02-03 20 E,3178.085184300772
2019-02-03 21 E,3173.6419310853485
2019-02-03 22 E,3038.6274460729423
2019-02-03 23 E,2946.056566910826
2019-02-03 24 E,2795.072129044669
2019-02-04 01 E,2423.705355165998
2019-02-04 02 E,2194.881510605312
2019-02-04 03 E,2008.8895313773169
2019-02-04 04 E,2077.0858005765467
2019-02-04 05 E,2271.5422809505303
2019-02-04 06 E,2330.4638134262013
2019-02-04 07 E,2673.688358311095
2019-02-04 08 E,2933.0497777436885
2019-02-04 09 E,3005.566291326213
2019-02-04 10 E,3052.5818260838178
2019-02-04 11 E,3041.3438169569895
2019-02-04 12 E,2698.250204314558
2019-02-04 13 E,2543.0542815729436
2019-02-04 14 E,2494.3902597336364
2019-02-04 15 E,2391.0620799629855
2019-02-04 16 E,2405.0778134955463
2019-02-04 17 E,2404.0470678627958
2019-02-04 18 E,2585.5153715700444
2019-02-04 19 E,3151.525702385153
2019-02-04 20 E,3123.2128572268625
2019-02-04 21 E,3112.1545130408167
2019-02-04 22 E,3054.8985322769877
2019-02-04 23 E,3060.1829139924544
2019-02-04 24 E,2946.696646187795
2019-02-05 01 E,2433.3584216890154
2019-02-05 02 E,2236.7368045811954
2019-02-05 03 E,2010.5193306370306
2019-02-05 04 E,2102.339679256186
2019-02-05 05 E,2297.499223388865
2019-02-05 06 E,2367.123301135635
2019-02-05 07 E,2697.9522757283876
2019-02-05 08 E,2940.708122146358
2019-02-05 09 E,3017.3435364851325
2019-02-05 10 E,3062.572740772177
2019-02-05 11 E,3042.5546107398477
2019-02-05 12 E,2680.0162343537363
2019-02-05 13 E,2557.185854364863
2019-02-05 14 E,2522.8432391323777
2019-02-05 15 E,2391.5295829725073
2019-02-05 16 E,2354.003434785727
2019-02-05 17 E,2395.6914425411005
2019-02-05 18 E,2615.2872765817315
2019-02-05 19 E,3128.504727448609
2019-02-05 20 E,3119.114297469989
2019-02-05 21 E,3112.662005135795
2019-02-05 22 E,3054.8985322769877
2019-02-05 23 E,3052.410268645086
2019-02-05 24 E,2955.9683172306018
2019-02-06 01 E,2443.7335970941945
2019-02-06 02 E,2234.070172292139
2019-02-06 03 E,2061.53751174551
2019-02-06 04 E,2121.5866413567937
2019-02-06 05 E,2322.91580389046
2019-02-06 06 E,2382.3638064095835
2019-02-06 07 E,2682.95473699377
2019-02-06 08 E,2951.0646988245835
2019-02-06 09 E,3029.3369157797247
2019-02-06 10 E,3072.0089656907376
2019-02-06 11 E,3019.777853159213
2019-02-06 12 E,2670.211264874197
2019-02-06 13 E,2554.93410372364
2019-02-06 14 E,2468.581198958342
2019-02-06 15 E,2368.8932244676666
2019-02-06 16 E,2377.9625533054327
2019-02-06 17 E,2358.8532443669123
2019-02-06 18 E,2591.4153360312093
2019-02-06 19 E,3136.8331139719076
2019-02-06 20 E,3139.0070802897117
2019-02-06 21 E,3132.554787955518
2019-02-06 22 E,3063.853396769427
2019-02-06 23 E,3058.4778092416077
2019-02-06 24 E,2940.9701698489826
2019-02-07 01 E,2605.0602333635084
2019-02-07 02 E,2333.6304793605955
2019-02-07 03 E,2147.1857582645252
2019-02-07 04 E,2244.413873733262
2019-02-07 05 E,2482.7198602541334
2019-02-07 06 E,2551.332683100763
2019-02-07 07 E,2887.6654139732677
2019-02-07 08 E,3324.6911377967335
2019-02-07 09 E,3357.8687545459475
2019-02-07 10 E,3189.1593308989004
2019-02-07 11 E,3068.3790068986345
2019-02-07 12 E,2736.3425372874876
2019-02-07 13 E,2609.3031471137356
2019-02-07 14 E,2537.3904966691293
2019-02-07 15 E,2429.18920257472
2019-02-07 16 E,2381.0894818236243
2019-02-07 17 E,2442.3933154427596
2019-02-07 18 E,2689.7175332172656
2019-02-07 19 E,3243.7328338714
2019-02-07 20 E,3390.4053163678195
2019-02-07 21 E,3390.2779225658883
2019-02-07 22 E,3349.667455739358
2019-02-07 23 E,3253.5120337364783
2019-02-07 24 E,2981.5033471077772
2019-02-08 01 E,2630.4804784744856
2019-02-08 02 E,2349.022826646056
2019-02-08 03 E,2239.2422298624906
2019-02-08 04 E,2280.348543807917
2019-02-08 05 E,2464.5183452932715
2019-02-08 06 E,2543.03574492267
2019-02-08 07 E,2830.598843767344
2019-02-08 08 E,3316.906654279833
2019-02-08 09 E,3349.1085484379446
2019-02-08 10 E,3193.4497044033415
2019-02-08 11 E,3033.859582920632
2019-02-08 12 E,2740.952078441791
2019-02-08 13 E,2640.3566833577934
2019-02-08 14 E,2543.762100787803
2019-02-08 15 E,2464.780740786277
2019-02-08 16 E,2397.429516120711
2019-02-08 17 E,2494.149633121816
2019-02-08 18 E,2730.9928612991043
2019-02-08 19 E,3174.4377774416457
2019-02-08 20 E,3367.9144257639555
2019-02-08 21 E,3368.577602488719
2019-02-08 22 E,3284.2136205098714
2019-02-08 23 E,3127.113641540475
2019-02-08 24 E,2878.4621230483976
2019-02-09 01 E,2475.537685604218
2019-02-09 02 E,2242.3663544193364
2019-02-09 03 E,2157.6775013523384
